what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1282860189984
java.specification.version,sysinfo,,,"1.6",1282860189984
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1282860189984
java.version,sysinfo,,,"1.6.0_18",1282860189984
java.vm.info,sysinfo,,,"mixed mode",1282860189984
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1282860189984
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1282860189984
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1282860189984
java.vm.specification.version,sysinfo,,,"1.0",1282860189984
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1282860189984
java.vm.version,sysinfo,,,"16.0-b13",1282860189984
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1282860190265
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1282860190281
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1282860190328
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1282860190390
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1282860190562
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282860205218
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282860208187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282860211843
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.perspectives.showPerspective",1282860211859
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.perspectives.showPerspective",1282860211859
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1282860218812
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1282860218828
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1282860218921
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100529-0735,"org.eclipse.ecf.identity",1282860219031
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1282860219234
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer.httpclient",1282860219265
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer",1282860219281
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282860219765
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282860223156
