what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282868722953
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282868723093
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282868723234
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282868723390
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282868732234
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282868732484
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282868732953
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282868733250
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282868752875
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282868753140
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1282868763750
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1282868790437
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282868818468
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282868825593
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282868846234
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282868846453
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282868869078
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282868870687
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282868878375
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282868878593
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1282868886078
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282868886796
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1282868889484
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282868944218
