what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869783234
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282869784656
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869786156
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282869788609
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869801234
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282869802578
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869804437
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282869816140
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869816390
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869823250
no handler,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1282869832234
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1282869833015
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1282869833796
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1282869834390
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282869834796
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1282869835546
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282869835718
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1282869836968
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282869839531
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1282869839890
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1282869840468
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282869841593
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282869842265
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1282869842718
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1282869844109
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282869849984
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282869852828
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282869862218
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869868953
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1282869869437
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282869870296
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282869870890
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282869871406
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282869876921
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869884171
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282869899015
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869900703
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282869912296
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869912578
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282869916812
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869917515
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282869923781
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282869924031
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282869929406
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282869946046
