what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282861177515
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282861177687
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282861177812
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282861178000
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282861178187
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282861178406
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1282861180078
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282861182578
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1282861194156
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282861196203
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1282861209062
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282861210468
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282861214515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861216828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861219640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282861228937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861230421
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861231296
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861231609
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861243328
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282861251218
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1282861258734
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282861260656
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282861315765
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282861316578
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282861327187
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282861343937
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282861344281
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282861345031
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861347421
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861352265
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282861361828
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282861365937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861373125
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861376015
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1282861381937
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282861384578
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282861384640
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1282861398421
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282861410078
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282861412140
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282861413421
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282861414281
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282861415156
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavaPerspective",1282861422359
activated,perspective,org.python.pydev,1.6.1.2010080312,"org.python.pydev.ui.PythonPerspective",1282861424296
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1282861425765
activated,view,org.python.pydev,1.6.1.2010080312,"org.python.pydev.navigator.view",1282861428062
activated,editor,org.python.pydev,1.6.1.2010080312,"org.python.pydev.editor.PythonEditor",1282861434656
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1282861456375
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282861458140
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282861461171
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282861461359
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1282861461515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861464562
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282861490437
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1282861500187
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1282861502046
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1282861502296
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1282861502453
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1282861502609
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1282861502750
